titulo,local,data,status,texto
Atraso no envio de amortecedores para carro BYD,Niterói - RJ,14/11/2025 às 09:08,Resolvido,"Estou aguardando o envio de 4 amortecedores do meu carro, e até agora a BYD não envio para a concessionária. O meu carro está fazendo barulho e os amortecedores não são enviados. Já abri protocolo na BYD ***** e continuo sem os amortecedores. Peço agililidade para resolver. A concessionária não pode trocar se os 4 amortecedores não são enviados."
Problemas recorrentes e troca de amortecedores no BYD Song Plus 2024/2025 com menos de um ano de uso,Teresina - PI,14/11/2025 às 08:56,Respondida,"Em outubro do ano de 2024 iniciei as negociações de compra de veículo Song Plus da marca BYD. As negociações avançaram e em 30 de outubro de 2024 foi emitida a nota fiscal do veículo Song Plus.A entrega do veículo ocorreu no dia 06 de novembro de 2024. Ocorre que alguns problemas começaram a surgir neste veículo com apenas poucos dias de uso. O primeiro problema notado na primeira semana de uso foi um barulho persistente no teto solar. Agendamos uma data para realização de um reparo e este foi realizado sem muita demora. Mas em 19 de novembro de 2024, ao ligarmos o veículo, percebemos que o ar condicionado estava sem funcionar e somente ventilando. Dirigi-me ao celular do vendedor que se prontificou em nos ajudar e na mesma data deixei o veículo e me ligaram ao final da noite para recebê-lo e informaram que o problema era de calibragem do ar condicionado, ponto este que foi resolvido. As situações listadas acima não foram geradas ordens de serviços dentro da Concessionária, podendo confirmar apenas por mensagens trocadas por mim e meu esposo, mas nesse caso o ônus da prova deve ser invertido e a Concessionária deve provar que essas duas situações ocorreram.Em dezembro de 2024, começamos a perceber de forma gradual barulhos na parte dianteira do carro o que nos levava a acreditar que seria problema de suspensão. Fomos inúmeras vezes à concessionária para demonstrar o problema, que ainda era bem sutil, e por vezes retornamos para casa sem nenhum diagnóstico preciso,porque o pessoal da parte mecânica não conseguia compreender o que seria de fato o problema. Com o passar dos dias o barulho se intensificou, e em 17 de fevereiro deste ano foi aberta a ORDEM DE SERVIÇO ***** em que ficou registrado o barulho nas rodas dianteiras. Desta data até a abertura da ORDEM DE SERVIÇO***** em que consta a reclamação do barulho na dianteira do carro aberta em 22 de abril de 2025 e da ORDEM DE SERVIÇO ***** realizada em 24 de abril de 2025, data da emissão da ordem de serviço em que consta a substituição do conjunto de amortecedores dianteiros, passaram-se mais de 60 (sessenta) dias para resolver esse problema. Ao receber o veículo, questionamos o porquê da substituição apenas dos amortecedores dianteiros e não também dos traseiros e nos foi informado que durante o diagnóstico não foi verificado nenhum problema com os amortecedores traseiros. Ocorre que em meados do mês de maio de 2025, o veículo começou a apresentar os mesmos barulhos na parte traseira que haviam sido detectados anteriormente na dianteira. Em 10 de maio de 2025, levei o veículo à Concessionária e restou detectado que havia um problema no amortecedor traseiro do lado direito, data esta que foi solicitado no sistema o pedido da referida peça que só validaria na segunda dia 12 de maio de 2025. Em 05 de junho solicitei informações sobre a chegada da referida peça no setor e não obtive resposta. Em 11 de junho de 2025, ao questionar novamente sobre a chegada do amortecedor que iria ser trocado, fui informada que a peça constava no sistema e que iria me informar se estava fisicamente na loja e que após eu poderia me dirigir ao outro atendimento para realizar oagendamento.Em 09 de maio de 2025, me dirigi via whatsapp ao gerente da oficina mecânica relatando todas as situações acima e solicitando que tudo isso fosse registrado por escrito e que gostaria de marcar uma reunião com o proprietário da loja para informar o vinha acontecendo. A reunião ficou agendada para o dia 12 de junho de 2025. Nessa data, presentes eu, meu esposo e o gerente da oficina mecânica e o responsável pela concessionária. Inúmeras questões foram pontuadas, como tantos problemas em um veículo com menos de 06 (seis meses) de uso, todo o nosso tempo de idas à loja, o desgaste emocional e físico, toda a tensão por ter comprado um veículo com vício, situações cotidianas com nosso filho autista que passa a semana inteira de terapias e a necessidade do veículo para uso diário foram relatadas aos presentes. O Gerente pontuou várias questões, mas cabe descrever uma delas: afirmou que o amortecedor vinha dando problema em alguns veículos e que precisariam ser substituídos. Ao relatar toda nossa frustação com a aquisição do veículo e com a marca, vendo a real necessidade de não ficarmos muito tempo sem o nosso veículo, restou combinado que deixaríamos nosso carro e que ficaríamos com um da loja, até a resolução de todo o problema do carro, o que foi aceito. Toda essa situação, gerou a abertura de mais uma ORDEM DE SERVIÇO de no. ***** aberta em 16 de junho de 2025 para troca do amortecedor traseiro do lado direito, análise da situação de cortes das músicas durante o uso, bem como quaisquer outras, que detectarem. Em 24 de junho, recebi mensagem do setor de oficina informando que carro estava pronto. Nesta data, devolvemos o veículo que nos foi emprestado e recebemos o nosso veículo em que foi realizada a troca do amortecedor traseiro lado direito e atualização da multimidia que resolveria a questão dos cortes das músicas. Ao receber o veículo, fizemos um percurso com este e naquele momento tudo parecia está resolvido, mas não deixei de indagar o porquê de não terem aproveitado para trocar o amortecedor traseiro do lado esquerdo e a resposta é que não precisava, apesar do gerente já ter nos relatado na conversa que a BYD tinha conhecimento do problema dos amortecedores, sendo que nesse caso já seria a troca do 3o amortecedor. Cabe destacar aqui o prazo longo para resolução da troca do amortecedor traseiro do lado direito que se iniciou com o pedido da peça em 10 de maio de 2025 e cm resolução em 24 de junho de 2025, prazo superior a 30 (trinta) dias. Não obstante tudo isso que fora relatado, em 28 de junho de 2025, APENAS 4 DIAS APÓS O RECEBIMENTO DO VEÍCULO, detectei o mesmo barulho no lado traseiro esquerdo, lado este que não teve substituição de amortecedor. No primeiro dia útil seguinte,dia 30 de junho de 2025 fui novamente à Concessionária relatar o que vinha acontecendo e detectaram que deveria ser trocado agora o amortecedor traseiro esquerdo e que deixariam um veículo da loja comigo até a resolução do problema, o que ameniza um pouco a ausência do nosso veículo, mas que não resolve nossos problemas e indignação com um veículo com poucos meses de uso e com tantos problemas que vem gerado muita insatisfação. Em 02 de julho de 2025 foi aberta mais uma ORDEM DE SERVIÇO no. *****, em que ficou consignado o barulho na traseira esquerda, o som cortando e a traseira direita iniciando um barulho. A entrega do carro foi realizada em 07 de julho com a substituição do 4o amortecedor e estamos analisando se essas questões foram plenamente resolvidas. Cabe destacar que a BYD apesar de ter conhecimento desse problema recorrente nos amortecedores, não convocou os proprietários para fazer um recall. Frise-se que nada data de ontem, 16.09.2025, retornei com o veículo à Concessionária para fazer o teste de rodagem e eles agora alegam que o barulho quando faz o giro é normal e que não escutam o barulho no lado direito, o que não é verdade. Outra questão é sobre a falha do som do carro durante o uso, pois durante as músicas ficam travando quando estão sendo ouvidas. E recentemente, o banco de couro do motorista vem apresentandodesgaste. Após, ficar deliberado em audiência a ida do veículo NOVAMENTE à concessionária, eles trocaram capa do banco que estava desgastando e fizeram a 6 troca de amortecedores do veículo, mas que não solucionou o problema e ainda alegaram QUE É NORMAL O BARULHO E DEPOIS DIZEM QUE NÃO CONSTATM NENHUM BARULHO. Ocorre que eu esse barulho começou a surgir à medida que foi sendo usado.  Ressalto, por fim, que o veículo é de uso urbano e possui pouca quilometragem. E faço a seguinte indagação: Como pode um carro novo ter tantos problemas e causar transtornos ao consumidor, tudoisso com menos de 1 ano de uso. Agora eu pergunto: até que ponto é justo você adquirir umveículo novo e que desde a aquisição só vem me causando transtornos?Aguardo um retorno da fábrica sobre as questões ora relatadas. DIANTE DO EXPOSTO, FUI AO PROCON DA MINHA CIDADE PARA TENTAR NOVAMENTE UMA NEGOCIAÇÃO SOBRE O QUE ACONTECENDO E A BYD AUTO BRASIL CONTINUA SEM APRESENTAR PROPOSTA DE ACORDO EM UM VEÍCULO QUE FOI TROCADO 6 (SEIS) AMORTECEDORES EM MENOS DE 1 (UM) ANO DE COMPRA. TIVEMOS DUAS AUDIÊNCIAS SEM APRSENTAÇÃO DE ACORDO. AGORA SÓ ME CABE INGRESSAR JUDICIALMENTE, PORQUE TODAS AS TENTATIVAS ADMINISTRATIVAS NÃO SURTIRAM EFEITO PARA SOLUCIONAR ESSE CASO. COMO CONSUMIDORA, ME SINTO LESIONADA E NÃO INDICO CARROS DESSA FÁBRICA POR TOTAL DESCASO COM O CONSUMIDOR."
Smartwatch Samsung não funciona c.,Florianópolis - SC,14/11/2025 às 08:41,Não resolvido,"Quando comprei o carro, me disseram na loja que eu poderia usar meu smartwatch Samsung como chave digital pra substituir a chave do carro, mas agora dizem que só funciona se for smartwatch da Apple. Como sugestão sugiro fazer funcionar em todos os smartwatch como já acontece nos celulares iOS e Android."
Pane em BYD Shark com 8 meses e demora na solução pela fabricante,Paulo Afonso - BA,14/11/2025 às 00:25,Respondida,"COMPREI UMA BYD SHARK DEU UMA PANE COM 8 MESES A FABRICANTE BYD LEVO ELA PARA ARACAJU. JÁ TEM 50 DIAS, E AINDA NÃO ME DERO NENHUMA SOLUÇÃO. FALARAM QUE O PROBLEMA FOI A BATERIA DE TRAÇÃO. EU COMO O CLIENTE E CONSUMIDOR. ESTOU NO PREJUÍZO GRANDE. FIQUEI A PÉ.EU NÃO VEJO OUTRA SAÍDA A NÃO SER RESOLVER POVIAS. JUDICIAIS, ESTOU DECEPCIONADO COM A MARCA BYD FICA O ALERTA PARA TODOS NÓS BRASILEIROS.A FABRICANTE BYD NÃO TEM CONSIDERAÇÃO E RESPEITO POR NÓS CLIENTES."
Divergência de informações e negativa na entrega de cartão NFC gratuito para veículo BYD,Curitiba - PR,14/11/2025 às 00:08,Resolvido,"No dia 20/08/25 enviei um e-mail ***** verificando como funciona o processo de aquisição do cartão NFC do carro.No dia 23/08/2025 o SAC da BYD me retornou o e-mail mencionado que o cartão NFC para o ano e modelo / chassi do meu carro o cartão é gratuito sem custo porém e cobrado somente a taxa de configuração. Protocolo *****Realizei o procedimento conforme solicitado pela BYD via concessionária e após uma longa espera, registrei uma reclamação no SAC da BYD pela demora na chegada do cartão. Protocolo *****Para a minha surpresa a BYD me retornou hoje 13/11/2025 mencionando que não tenho direito ao cartão e se quiser tenho que comprar!!!Resumindo por causa de um cartão que representa 0,001% do Valor do carro a BYD poderia ter entregue o cartão e tudo certo, mas preferiram causar insatisfação do cliente!!Pelo tempo que me fizeram esperar e fazer papel de [Editado pelo Reclame Aqui], porestou seguindo com o processo nós órgãos competentes..."
Plano de dados não ativado após um mês da compra do Dolphin Mini.,Arapiraca - AL,13/11/2025 às 21:17,Respondida,"Comprei um Dolphin Mini e me foi dito no momento da venda, que eu teria direito a um plano de dados no veiculo de 500mb no primeiro mês e 2,5gb nos restantes, porém até o presente momento esse plano não foi ativado e já faz mais de 1 mês que o veiculo foi comprado."
Dificuldade de acesso aos crédito..,São Paulo - SP,13/11/2025 às 19:54,Em réplica,"Comprei o meu BYD Song plus em agosto deste ano se 2025 e até o presente momento não consigo acessar os créditos do BYD Recharge. Já fiz alguns contatos com a concessionária, muitos com o pós venda e até agora nada. Eu realmente acho impressionante o descaso com o consumidor neste canal de pós venda. Eu não acredito que seja algo tão difícil e que tome tanto tempo para ser resolvido (quase 4 meses).De qualquer forma fico aqui a minha indignação com este pós venda. Aguardo contatos e resolução. Obrigado"
Crédito de R$ 1.500 para recarga elétrica não liberado após 4 meses - BYD Dolphin Mini,Piracicaba - SP,13/11/2025 às 18:54,Em réplica,"BYD  Crédito de R$ 1.500 para recarga elétrica não liberado após 4 mesesComprei um BYD Dolphin Mini em julho de 2025, na concessionária BYD Daruhj Piracicaba SP, e no momento da venda me foi oferecido um crédito de R$ 1.500 para uso em recarga elétrica por 1 ano, como parte do pacote comercial. (Campanha 48horas eletrizantes)Já se passaram quase 4 meses desde a entrega do veículo e até agora o crédito não foi disponibilizado, mesmo após eu entrar em contato com o vendedor por algumas vezes, solicitando a regularização.Esse benefício foi um dos fatores decisivos para a compra, portanto, considero descumprimento da oferta, o que fere o Código de Defesa do Consumidor.Solicito que a BYD regularize imediatamente o crédito prometido ou apresente uma explicação clara para o atraso. Caso não haja solução, terei que buscar medidas legais para garantir meus direitos.Aguardo retorno e solução rápida."
"Não cumprimento da promoção de recarga de R$1000,00 no app BYD RECHARGE na compra do Dolphin Mini 2026",Betim - MG,13/11/2025 às 18:36,Respondida,"Prezados, boa noite!Adquiri um DOLPHIN MINI 2026 com nota fiscal emitida em 08/08/2025 na BYD BALI em periodo promocional denominado ""SEMANA DO DIA DOS PAIS   CUPOM DE RECARGA"" onde garantia ao consumidor R$ 1000,00 de recarga no app BYD RECHARGE em até 45 dias após a entrega do veículo desde que o veículo fosse adquirido entre 01/08/2025 e 10/08/2025.O prazo final seria até dia 21/09/2026, porém até hoje, dia 13/11/2025 o benefício não está sendo ativado. No momento de utilizar o chassi do carro no app (conforme regulamento), é informado ""Cupom inválido!"".Em contato com o vendedor da concessionário foi me informado que esse benefício é diretamente com a BYD, mas me confirmaram que a solicitação do benefício foi realizada no momento da compra.Solicito portanto, através dessa reclamação, a ativação do benefício de R$ 1000,00 no BYD RECHARGE, pois já estou sendo prejudicado em tempo, já que no regulamento indica que o consumidor só terá até a data 10/08/2026 para consumir os créditos. Se possível solicito até que esse prazo seja postergado para minimizar o transtorno causado, já que até hoje não consegui usufruir do benefício ofertado na compra do veículo."
Falta de retorno da garantia do carregador Wallbox quase 1 mês aguardando visita técnica,João Pessoa - PB,13/11/2025 às 17:44,Respondida,"No dia 23/10/2025, estive na concessionária BYD para solicitar a garantia do meu carregador Wallbox, utilizado no meu veículo BYD. O atendente realizou o registro da solicitação e informou um prazo de 15 dias para retorno, pois seria agendada uma visita técnica à minha residência, a fim de verificar se o problema é na minha instalação ou no próprio carregador.Porém, até o presente momento, não recebi nenhum retorno. Já liguei cinco vezes, para cinco números diferentes, e ninguém conseguiu me ajudar ou dar qualquer previsão. A única informação que recebo é que aguarde, mas já se aproxima 1 mês de espera.Ressalto que necessito urgentemente da visita técnica, pois dependo de carregar meu carro em casa. Faço deslocamentos frequentes de ***** para ***** e *****, e carregar na rua me gera um custo três vezes maior do que carregar em casa algo totalmente inviável e inadmissível, ainda mais considerando que o veículo é novo e o carregador está dentro da garantia.Estou extremamente insatisfeito com a falta de retorno e respeito ao consumidor. Caso não seja solucionado imediatamente, terei que acionar a Justiça para garantir meus direitos.Aguardo uma solução com urgência."
Central Multimídia Manchada e com Cola Após Retirada de Película Protetora,Gramado - RS,13/11/2025 às 16:26,Respondida,"Reclamação Central Multimídia do VeículoVenho registrar minha reclamação referente à central multimídia do meu veículo. Desde que retirei as películas de proteção que vieram de fábrica, ficou uma camada de cola grossa na tela que nunca consegui remover completamente. Essa cola deixou a central multimídia permanentemente manchada.Com o passar do tempo, o problema piorou: sempre que o carro fica exposto ao calor, a tela fica ainda mais marcada, e atualmente já existem três manchas escuras visíveis na parte inferior da tela. É uma situação que não deveria ocorrer em um produto novo e de uso adequado.Solicito a verificação do caso e a devida solução, pois o defeito compromete a estética, a visibilidade e o bom funcionamento da multimídia."
Reparo de veículo BYD com serviço de má qualidade e danos adicionais na concessionária,Sorocaba - SP,13/11/2025 às 11:22,Respondida,"No dia 23/03/2025, ocorreu uma colisão envolvendo meu veículo BYD Dolphin, causada por um terceiro. No dia seguinte, 24/03/2025, levei o veículo à concessionária BYD Maggi para iniciar os procedimentos de reparo, visto que o responsável pelo acidente possuía seguro pela Porto Seguro, que cobria o conserto na referida concessionária.O acidente causou danos nas duas portas do lado do passageiro, para-lama traseiro e roda traseira. Após um longo período de espera, o reparo foi agendado para o dia 05/05/2025, data em que o veículo permaneceu por mais de 20 dias na concessionária.Ao entrarem em contato para a retirada do veículo, no final de maio, constatei que o serviço realizado estava de péssima qualidade: a pintura apresentava textura grosseira e diversos defeitos, a roda de liga leve não havia sido reparada, e o retrovisor do lado do passageiro estava mal instalado. Diante disso, recusei a retirada do veículo e solicitei que os problemas fossem devidamente corrigidos.Após cerca de 15 dias, fui novamente chamado para retirar o carro. No entanto, a pintura não havia sido refeita adequadamente, mantendo diversos defeitos, e o retrovisor havia sido substituído por um modelo diferente do original. Fui obrigado a retirar o veículo, pois já estava há mais de um mês na concessionária.Desde então, os problemas só aumentaram: os pinos da porta foram colados em vez de substituídos, o retrovisor continua incorreto, a pintura permanece com defeitos, o banco traseiro está solto e há problemas na barra de direção. Ressalto ainda que, quando adquiri o veículo 0 km, ele foi entregue sujo e com várias partes riscadas.No dia 10/11/2025, levei novamente o veículo à concessionária para regularização do retrovisor, que estava solto (o mesmo que foi instalado incorretamente). Para minha surpresa, a concessionária alegou que a porta dianteira do lado do passageiro não abria pelo lado de dentro, o que não condiz com a realidade. É evidente que o dano foi causado durante o atendimento, e ainda assim tentaram atribuir a responsabilidade a mim.Além disso, os problemas anteriormente relatados pintura mal executada, pinos da porta colados e banco traseiro solto não foram solucionados até o momento.Diante de todos esses fatos, solicito as devidas providências, uma vez que o atendimento prestado pela concessionária BYD Maggi infringe claramente o Código de Defesa do Consumidor, especialmente no que se refere à má prestação de serviços e à falta de qualidade e segurança."
"Bateria com defeito, BYD NÃO AJUD.",Garanhuns - PE,13/11/2025 às 10:13,Respondida,"Meu carro parou de funcionar várias vezes por conta da bateria de 12V, levei na BYD Maceió e deixei o carro, disseram que a bateria estava perfeita e não houvia problemas com o carro, depois de semanas, o carro volto a apagar, levei na BYD PARVI BOA VIAGEM, e diagnosticaram o problema na bateria, sendo necessário trocá-la, porém, além da má assistência da Byd em Maceió, me cobraram o valor de uma bateria nova porque a minha já não está na garantia, já que passou de 20mil km, achei um absurdo pois o carro é novo, tem pouco mais de um ano, muito estranho apresentar uma falha dessas, a bateria de vocês não tem qualidade como dos outros carros? Não indico de forma alguma a Byd, cobram injustamente por tudo, e prestam uma péssima assistência. Apesar de que fui muito bem recebido na loja de Recife, diferentemente da loja de Maceió que só enrola. Não comprem Byd, procurem uma marca melhor!"
Atraso na entrega do WallBox e falta de retorno do vendedor BYD Song Plus DM-i em Feira de Santana.,Lauro de Freitas - BA,13/11/2025 às 09:45,Resolvido,"Inicio do ano compramos o BYD Song Plus DM-i e a loja ficou de entregar o carregador WallBox posteriormente num prazo de 3 meses, porém o vendedor Sr. ***** (*****), fica enriolando, não nos dar retorno, hoje mesmo falei pelo Whatsapp através de mensagem de texto, pois ele disse que eu poderia ligar mas ele não atende. BYD ou essa loja deles em Feira de Santana são enroladas. Falta de respeito com o cliente, ficam enrolando e ninguém resolve."
Atraso na entrega do veículo BYD e pesquisa de satisfação indevida,Mauá - SP,13/11/2025 às 09:32,Em réplica,"Fiz a troca do meu BYD para um novo, a negociação deu inicio dia 27/10/2025, no dia 30/10 o carro foi faturado , recebi a nota fiscal do carro mediante a fazer laudo do meu e preenchimento do recibo, o meu carro já foi até concluída a transferência para loja (para isso foram rápidos) foi me dado um prazo de 10 a 15 dias para entrega do novo veiculo, tendo em vista que este prazo já se passou e toda vez que questiono a vendedora ela me informar que chegou carreta com carros mas não tem a confirmação se meu carro chegou ou não, e também informa que não tem como me dar um prazo correto para entrega do mesmo.Ontem recebi uma ligação da BYD com uma pesquisa de satisfação de como foi a entrega do carro, mas que carro se nem ao menos estou com ele???????????No ato da venda foi tudo as mil maravilhas, porem o pós venda esta sendo um terror! Estou pagando um seguro e andando com um carro que nem é meu mais!!!!!Preciso de uma solução urgente!!"
LENTIDÃO PARA SOLUÇÃO DE GARANTIA DE WALLBOX - SEM DATA CERTA PARA SOLUÇAO DE PROBLEMA.,Belo Horizonte - MG,13/11/2025 às 09:11,Respondida,"Bom dia. Desde o dia 24/09 abri uma solicitação de garantia do aparelho wallbox de carregamento do meu veículo junto a concessionária BYD Vitoria Motors Av. Antonio Carlos, Belo Horizonte-MG, como funcionário Caio que me atendeu prontamente, encaminhando a minha documentação a montadora BYD. Aguardei um prazo de aproximadamente 10 dias e fiz contato direto com a BYD montadora e me informaram que o processo não estava aberto, assim, solicitei novamente ao Caio da concessionaria que enviasse a documentação para a montadora o que foi novamente feito. O meu processo foi recepcionado pelo funcionário Bruno da montadora que me disse que já foi aprovada a substituição do carregador mas que a concessionária por não ter o equipamento eu precisaria aguardar o envio de um novo diretamente pela montadora, já se passaram mais de 30 dias e o carregador ainda não foi entregue a concessionária. Em constantes contatos com o Bruno foi informado que o carregador já está na central distribuidora em uma cidade próxima a Campinas, pelos meus contatos frequentes já está a pelo menos 10 dias, porém sem nenhum previsão de quando vai sair para a concessionaria de Belo Horizonte, no desespero pra resolver, até propus em ir buscar, porém, não é possível a retirada lá..Lamentável toda essa situação. A sensação que fica como cliente da BYD é que para vender o carro estão se empenhando ao máximo com campanhas de vendas, mas o pós venda que é até mais importante que a venda, afinal a experiencia negativa trás frustração para uma nova compra do produto. O prazo para sanar essa pendencia entendo que já passou do aceitável, afinal o veículo por ser elétrico precisa desse carregador, o carregador portátil precisa de mais de 24 horas para uma carga completa e quem roda mais de 300 kms por dia não resolve, senão tenho o carro disponível dia sim dia não oque não faz nenhum sentido. Ao utilizar os carregadores nas estações de carregamento de eletropostos geram custos mais elevados que o carregamento domiciliar, o que também não faz sentido. Em resumo, solicito um maior compromisso no pós venda para atendimento dessa demanda. Vi que existem outras pessoas com a mesma dor de cabeça que estou passando demonstrando claramente que a lentidão em sanar esse problema não é somente comigo. Para finalizar peço maior compromisso das pessoas envolvidas em sanar meu problema."
Falta de visibilidade do velocímetro e risco de acidentes no BYD Song Pro GS,Chapecó - SC,13/11/2025 às 06:06,Não resolvido,"Comprei um byd song pro gs . Um carro que no começo me atendia de forma maravilhosamente bem, com o tempo comecei a receber multas e mais multas, hoje somam 11 . E tenho pouco meses do carro. Fui na concessionária tentar entender o que acontecia. Associei as multas pela falta de barulho do motor. Hoje vejo que o problema é muito mais sério. Trata de não ter visibilidade do velocímetro enquanto você dirige o carro. Ele fica muito abaixo do foco de visão que é o trânsito. Então você está exposto a atropelar ou bater no carro da frente. Porque ou você cuida o velocímetro , olhando para ele , ou você mantém a visão no trânsito. É isso é muito perigoso. Fui na concessionária tentar um dispositivo que enviasse as informações para o para brisa, mas fui informada que para a versão do meu carro não tem como adaptar. Não quero correr o risco de matar alguém, mas também não tem como continuar a ser multada. Preciso de uma solução dos engenheiros. Ou a troca do carro para um mais seguro. Não tenho dinheiro para efetuar a troca. Pago esse com o maior sacrifício."
"Falta de suporte e problemas em veículos BYD: defeitos, demora na solução e ausência de assistência",Manaus - AM,12/11/2025 às 21:30,Respondida,"Assunto: Reclamação  Falta de suporte e problemas em veículos BYDPrezados,Comprei dois veículos da marca BYD e estou extremamente decepcionado com o descaso no atendimento ao cliente e na resolução de problemas.O primeiro veículo, um BYD Song Plus, apresentou diversos defeitos desde a entrega, incluindo problemas na suspensão, capô solto e manchas na parte frontal. O carro possui apenas 4.000 km, e estou há seis meses aguardando uma solução, sem qualquer retorno efetivo.O segundo veículo, um BYD Yuan Pro, utilizado por minha esposa, tem apenas 2.000 km e já apresentou defeito no carregador de parede, que simplesmente parou de funcionar. Levei o carro à concessionária, apresentei toda a documentação solicitada, porém fui informado de que faltava um formulário do carregador  documento este que nunca me foi entregue pelo vendedor, o qual confirmou posteriormente que não forneceu. Mesmo assim, a responsável pela garantia afirmou que não poderia fazer nada sem esse documento, o que considero um absurdo e uma total falta de respeito com o consumidor.Comprei dois veículos novos confiando na qualidade da marca e no suporte pós-venda, mas infelizmente estou enfrentando graves problemas de qualidade e uma completa ausência de assistência. Solicito providências imediatas para a solução dos defeitos e regularização da garantia, sob pena de levar o caso aos órgãos de defesa do consumidor."
Indisponibilidade de pneu Hankook para BYD Dolphin Mini e sugestão inadequada da concessionária,Santa Bárbara dOeste - SP,12/11/2025 às 19:04,Em réplica,"Tenho Dolphin mini 25/26, peguei um buraco e o pneu Hankook estorou, rasgou não sendo possível reparar o pneu, ok...Liguei pra BYD Americana, BYD Limeira e BYD Campinas e NENHUMA tinha o pneu Hankook da linha 2025/2026, somente com encomenda e demoraria entre 15 e 20 dias (e eu estava em emergência sem pneus) e teriam a pronta entrega somente o pneu LingLong utilizado nos modelos de anos anteriores, busquei tambem em paginas online de vendas de pneus online e Mercado livre, NENHUMA loja tinha o pneu Hankook 175/55/16 disponível pra venda...modo que seria inimaginável eu ficar até 20 dias sem o carro por causa de falta de pneu...acabei comprando 2 unidades do ultrapassado pneu LINGLONG Sendo obrigado a substituir  2 unidades para dar o mínimo equilíbrio para o carro para não misturar marca de fabricante e desgaste (meu carro só está com 2500km pouco desgaste de pneus).Faço esta reclamação por ser inaceitável venderem um carro que não tem pneu de reposição em concessionária e em nenhuma loja da mesma marca de pneus que o carro é vendido.Exponho também a [Editado pelo Reclame Aqui], na concessionária Americana fui orientado a trocar por 4 novas unidades LINGLONG pra manter o equilíbrio do carro...Ridícula orientação, q por ineficiência da marca eles me recomendaram trocar os 4 pneus por pneus PIORES, só posso ter cara de [Editado pelo Reclame Aqui]!"
Barulho excessivo nas portas do veículo BYD King 25/26 e falta de solução pela concessionária.,Nilópolis - RJ,12/11/2025 às 18:24,Em réplica,"Fiz a compra de um King 25/26, no dia 04/09/2025 na concessionária BYD Riozen São João de Meriti - RJ, após um mês o veículo apresentou muito barulho nas portas ao trafegar em vias de asfalto irregular ou paralelepípedo, levei o carro a concessionária no dia 03/11/25 e no dia 04/11/25 retirei o veículo sem ter resolvido o problema, nesse mesmo dia o gerente Fábio e o Mecânico Leonam avisaram que fizeram tudo que podiam no carro e que não tinha mais o que ser feito,  no dia 07/11/25 retornei a concessionária exigindo o reparo novamente nas portas pois estava mais barulhento ainda, no dia 11/11/25 retirei o veículo novamente sem conserto, sendo novamente avisado que fizeram tudo que podia de acordo com o fabricante manda.e AGORA? vão trocar o meu carro por um sem defeito ou devolver o dinheiro? Pois de acordo com o CDC tenho esse direito já que não solucionaram o problema."
"BYD Dolphin Plus: Problemas com atualização OTA, ar-condicionado, buzina e volume do rádio - Pós-venda ineficiente",Brasília - DF,12/11/2025 às 17:45,Em réplica,"Título:BYD Dolphin Plus: OTA 1.5.0 não liberada, ar-condicionado remoto inoperante, buzina com delay e volume mínimo alto pós-venda sem soluçãoRelato:Prezados(as),Sou proprietário de um BYD Dolphin Plus, adquirido em 18/08/2025 (software 1.4.0 desde a entrega). Sou mecânico e eletricista de automóveis, graduado em Gestão da Qualidade. Gosto do carro, porém o pós-venda tem sido frustrante: desencontro de informações, atendimento sem embasamento técnico e idas improdutivas à concessionária. Já fui orientado por e-mail a resolver na concessionária; fui duas vezes e me informaram que não conseguem resolver por lá. Esta é minha última tentativa extrajudicial.Problemas (com evidências/impacto):Chave digital informação incorreta da fábrica/concessionáriaDisseram que meu veículo não é compatível. A função foi liberada recentemente e funciona perfeitamente. Ou seja, faltou informação técnica adequada no atendimento.Buzina com atraso (delay)Há um retardo perceptível na ativação, o que dificulta uma simples advertência leve. O comportamento torna o uso agressivo ou ineficaz em situações de trânsito.Ar-condicionado remoto não funciona (entrega técnica constrangedora)Preciso muito desse recurso e ele nunca funcionou. Como workaround, só dispara se eu ativar antes o aquecimento do banco. Sei que a BYD tem ciência do problema há meses e, até agora, nenhuma correção efetiva foi disponibilizada para meu carro.Volume mínimo do rádio ainda altoAo reduzir ao mínimo, o som permanece alto, atrapalhando conversas em tom normal.Atualização OTA 1.5.0 não disponibilizadaFui informado de que a versão 1.5.0 resolve parte dessas questões. Já vi essa versão em outro Dolphin Plus (veículo de app) idêntico ao meu. O meu segue estagnado na 1.4.0 desde 18/08/2025, sem qualquer OTA.Histórico de contato: Reclamação anterior por e-mail resposta padronizada para procurar a concessionária. Duas idas à concessionária informaram que não conseguem resolver localmente.O que eu solicito (objetivo e verificável):a) Liberação imediata da atualização OTA 1.5.0 (ou superior) para o meu chassi;b) Correção do ar-condicionado remoto sem necessidade de workaround;c) Ajuste de calibração do volume mínimo do rádio;d) Correção do delay da buzina (parâmetro de software ou orientação técnica clara para solução);e) Atendimento técnico com embasamento (sem respostas prontas e sem novo redirecionamento à concessionária, já que eles mesmos reportam não ter como resolver).Como gestor da qualidade, espero uma solução técnica definitiva (inclusive com acesso remoto ao veículo, se necessário) e não apenas nova orientação para levar à concessionária. Quero voltar aqui para avaliar positivamente a BYD, mas preciso de ações concretas.Atenciosamente,*****"
